IPID,PI,PMID,DOI,PROJECT
119846.0,"Manfred Boehm, MD",32369445.0,10.1172/JCI135490,HL006078-12
119846.0,"Manfred Boehm, MD",32580970.0,10.1242/bio.052662,HL006078-12
119890.0,"Stewart Jay Levine, MD",32664935.0,10.1186/s12969-020-00444-7,HL006197-07
119890.0,"Stewart Jay Levine, MD",32586877.0,10.1183/13993003.00528-2020,HL006197-07
119890.0,"Stewart Jay Levine, MD",32338995.0,10.1165/rcmb.2019-0209OC,HL006197-07
119890.0,"Stewart Jay Levine, MD",33826878.0,10.1165/rcmb.2021-0089ED,HL006197-07
119876.0,"J Robert Hogg, PhD",32571872.0,10.1074/jbc.RA120.013824,HL006158-10
119876.0,"J Robert Hogg, PhD",32542372.0,10.1093/nar/gkaa491,HL006158-10
119844.0,"Rosa Puertollano, PhD",33177082.0,10.1126/sciadv.abb5064,HL006075-12
119838.0,"Cynthia E Dunbar, MD",33216985.0,10.1111/bjh.17175,HL006063-12
119838.0,"Cynthia E Dunbar, MD",31582555.0,10.3324/haematol.2019.231811,HL006063-12
119838.0,"Cynthia E Dunbar, MD",32034075.0,10.1158/1078-0432.CCR-19-2897,HL006063-12
119838.0,"Cynthia E Dunbar, MD",33738325.0,10.1016/j.omtm.2021.02.009,HL006063-12
119838.0,"Cynthia E Dunbar, MD",33351110.0,10.1182/bloodadvances.2020003040,HL006063-12
119898.0,"Stewart Jay Levine, MD",34289973.0,10.1183/13993003.04053-2020,HL006208-06
119870.0,"Jizhong Zou, PhD",34088014.0,10.1016/j.scr.2021.102387,HL006145-10
119870.0,"Jizhong Zou, PhD",33375166.0,10.3390/cells10010008,HL006145-10
119870.0,"Jizhong Zou, PhD",34139597.0,10.1016/j.scr.2021.102424,HL006145-10
119870.0,"Jizhong Zou, PhD",32700830.0,10.1002/sctm.20-0019,HL006145-10
119870.0,"Jizhong Zou, PhD",34051448.0,10.1016/j.scr.2021.102400,HL006145-10
119870.0,"Jizhong Zou, PhD",33810313.0,10.3390/cells10040734,HL006145-10
119870.0,"Jizhong Zou, PhD",33038742.0,10.1016/j.scr.2020.102011,HL006145-10
119870.0,"Jizhong Zou, PhD",34087995.0,10.1016/j.scr.2021.102366,HL006145-10
119849.0,"Neal S Young, MD",32556286.0,10.1182/bloodadvances.2019001352,HL006089-12
119803.0,"Clare M Waterman, PhD",34260278.0,10.1091/mbc.E21-04-0174,HL005104-14
119803.0,"Clare M Waterman, PhD",34031242.0,10.1073/pnas.2021135118,HL005104-14
119803.0,"Clare M Waterman, PhD",34122445.0,10.3389/fimmu.2021.683803,HL005104-14
119803.0,"Clare M Waterman, PhD",32079144.0,10.3390/cancers12020458,HL005104-14
119803.0,"Clare M Waterman, PhD",32170015.0,10.1073/pnas.1909546117,HL005104-14
119803.0,"Clare M Waterman, PhD",32943583.0,10.1073/pnas.2015951117,HL005104-14
119843.0,"Adrian U Wiestner, MD, PhD",33653216.0,10.1080/10428194.2021.1888379,HL006070-12
119843.0,"Adrian U Wiestner, MD, PhD",34046681.0,10.1182/blood.2020009686,HL006070-12
119843.0,"Adrian U Wiestner, MD, PhD",33259596.0,10.1182/blood.2020008758,HL006070-12
119832.0,"Paul M Hwang, MD, PhD",34108259.0,10.4049/jimmunol.2100014,HL006051-12
119832.0,"Paul M Hwang, MD, PhD",34235856.0,10.1111/febs.16115,HL006051-12
119885.0,"Cynthia E Dunbar, MD",32330244.0,10.1182/bloodadvances.2020001657,HL006186-08
119885.0,"Cynthia E Dunbar, MD",31582555.0,10.3324/haematol.2019.231811,HL006186-08
119885.0,"Cynthia E Dunbar, MD",32439728.0,10.3324/haematol.2020.249995,HL006186-08
119885.0,"Cynthia E Dunbar, MD",33256377.0,10.3324/haematol.2020.249995,HL006186-08
119885.0,"Cynthia E Dunbar, MD",32358076.0,10.3324/haematol.2020.246512,HL006186-08
119863.0,"Herbert M Geller, PhD",32848612.0,10.3389/fncel.2020.00208,HL006135-11
119863.0,"Herbert M Geller, PhD",33154382.0,10.1038/s41467-020-19436-y,HL006135-11
119886.0,"Adrian Riu Ferré-D'Amaré, PhD",33376189.0,10.1261/rna.078220.120,HL006188-08
119779.0,"Cynthia E Dunbar, MD",34174439.0,10.1016/j.ymthe.2021.06.016,HL002339-30
119779.0,"Cynthia E Dunbar, MD",33284949.0,10.1182/bloodadvances.2020003224,HL002339-30
119779.0,"Cynthia E Dunbar, MD",33526930.0,10.1038/s41591-021-01235-7,HL002339-30
119785.0,"Warren J Leonard, MD",34316033.0,10.1038/s41417-021-00352-2,HL005401-30
119785.0,"Warren J Leonard, MD",34003116.0,10.7554/eLife.65777,HL005401-30
119785.0,"Warren J Leonard, MD",33855972.0,10.1172/JCI139991,HL005401-30
119785.0,"Warren J Leonard, MD",34469647.0,10.1056/NEJMoa2102715,HL005401-30
119862.0,"Mark A Knepper, PhD, MD",33769951.0,10.1681/ASN.2020101406,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",33769948.0,10.1681/ASN.2020101407,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",32219907.0,10.1096/fj.201902982R,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",32866085.0,10.1152/physiolgenomics.00048.2020,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",31904282.0,10.1152/ajprenal.00431.2019,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",34308668.0,10.1152/ajprenal.00204.2021,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",34191628.0,10.1152/ajpcell.00197.2021,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",32358040.0,10.1681/ASN.2020010071,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",34029142.0,10.1152/ajprenal.00077.2021,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",33017189.0,10.1152/ajprenal.00383.2020,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",32245905.0,10.1124/mol.120.119602,HL006129-11
119862.0,"Mark A Knepper, PhD, MD",33213365.0,10.1186/s12864-020-07220-7,HL006129-11
119912.0,"Tiffany Michele Powell-Wiley, MPH, MD",32830106.0,10.1136/bmjhci-2020-100140,HL006225-05
119912.0,"Tiffany Michele Powell-Wiley, MPH, MD",35994313.0,10.2196/30581,HL006225-05
119912.0,"Tiffany Michele Powell-Wiley, MPH, MD",33882682.0,10.1161/CIR.0000000000000973,HL006225-05
119912.0,"Tiffany Michele Powell-Wiley, MPH, MD",33371027.0,10.1136/bmjopen-2020-040702,HL006225-05
119839.0,"Nico Tjandra, PhD",33625630.0,10.1007/s10858-021-00359-9,HL006064-12
119839.0,"Nico Tjandra, PhD",33106313.0,10.1074/jbc.RA120.013023,HL006064-12
119839.0,"Nico Tjandra, PhD",31978380.0,10.1016/j.chemphyslip.2020.104874,HL006064-12
119882.0,"J Robert Hogg, PhD",32571872.0,10.1074/jbc.RA120.013824,HL006169-09
119907.0,"Andre Larochelle, MD, PhD, MS",33810313.0,10.3390/cells10040734,HL006217-06
119780.0,"Joel Moss, MD, PhD",32060062.0,10.1183/13993003.02370-2019,HL002541-26
119780.0,"Joel Moss, MD, PhD",31963936.0,10.3390/jcm9010278,HL002541-26
119780.0,"Joel Moss, MD, PhD",32692600.0,10.1164/rccm.202006-2436ED,HL002541-26
119780.0,"Joel Moss, MD, PhD",33253593.0,10.1165/rcmb.2020-0121OC,HL002541-26
119780.0,"Joel Moss, MD, PhD",32788260.0,10.1136/thoraxjnl-2020-214987,HL002541-26
119780.0,"Joel Moss, MD, PhD",31287558.0,10.1111/bjd.18332,HL002541-26
119835.0,"Elizabeth Murphy, PhD, BA",32625108.0,10.3389/fphys.2020.00595,HL006059-12
119835.0,"Elizabeth Murphy, PhD, BA",32129829.0,10.1093/cvr/cvaa053,HL006059-12
119774.0,"Bernard R Brooks, PhD",34470363.0,10.1063/5.0055522,HL001052-24
119774.0,"Bernard R Brooks, PhD",32770927.0,10.1063/5.0013849,HL001052-24
119774.0,"Bernard R Brooks, PhD",33444979.0,10.1016/j.jmgm.2021.107832,HL001052-24
119774.0,"Bernard R Brooks, PhD",32414239.0,10.1063/5.0006002,HL001052-24
123445.0,"Sean Tabi Agbor-Enoh, PhD",33435695.0,10.1161/CIRCULATIONAHA.120.049098,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",34344623.0,10.1016/j.healun.2021.05.012,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",33416832.0,10.1084/jem.20200839,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",33752803.0,10.7554/eLife.64356,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",34130911.0,10.1016/j.healun.2021.04.009,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",33814284.0,10.1016/j.healun.2021.02.008,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",34491771.0,10.1161/CIRCULATIONAHA.121.055697,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",33278854.0,10.1111/ajt.16429,HL006268-01
123445.0,"Sean Tabi Agbor-Enoh, PhD",33926787.0,10.1016/j.healun.2021.03.007,HL006268-01
119909.0,"Brian Patrick Glancy, PhD",33733879.0,10.1152/physrev.00040.2020,HL006221-05
119909.0,"Brian Patrick Glancy, PhD",32358865.0,10.1113/JP278930,HL006221-05
119909.0,"Brian Patrick Glancy, PhD",33262702.0,10.3389/fphys.2020.541040,HL006221-05
119821.0,"Christian Arthur Combs, PhD",32375181.0,10.1083/jcb.201905160,HL006019-13
119821.0,"Christian Arthur Combs, PhD",33831782.0,10.1016/j.bbrc.2021.03.115,HL006019-13
119934.0,"Tiffany Michele Powell-Wiley, MPH, MD",33134238.0,10.3389/fpubh.2020.559312,HL006252-02
119934.0,"Tiffany Michele Powell-Wiley, MPH, MD",34048701.0,10.1016/j.cell.2021.04.010,HL006252-02
119934.0,"Tiffany Michele Powell-Wiley, MPH, MD",32615123.0,10.1016/j.jid.2020.05.115,HL006252-02
119934.0,"Tiffany Michele Powell-Wiley, MPH, MD",33185656.0,10.1001/jamacardio.2020.6573,HL006252-02
119934.0,"Tiffany Michele Powell-Wiley, MPH, MD",34292168.0,10.2196/29191,HL006252-02
119922.0,"Jiansen Jiang, PhD",33385326.0,10.1016/j.molcel.2020.12.015,HL006238-04
119922.0,"Jiansen Jiang, PhD",33016201.0,10.1080/15548627.2020.1830522,HL006238-04
119922.0,"Jiansen Jiang, PhD",34452994.0,10.1073/pnas.2023487118,HL006238-04
119922.0,"Jiansen Jiang, PhD",32755568.0,10.1016/j.str.2020.07.008,HL006238-04
119808.0,"Zuxi Yu, MD, PhD",32637623.0,10.1126/sciadv.abb5067,HL005904-14
119808.0,"Zuxi Yu, MD, PhD",32369445.0,10.1172/JCI135490,HL005904-14
119808.0,"Zuxi Yu, MD, PhD",33836561.0,10.1073/pnas.2010206118,HL005904-14
119808.0,"Zuxi Yu, MD, PhD",32615123.0,10.1016/j.jid.2020.05.115,HL005904-14
119808.0,"Zuxi Yu, MD, PhD",32094169.0,10.1073/pnas.1916897117,HL005904-14
119808.0,"Zuxi Yu, MD, PhD",33482682.0,10.1111/jmi.13003,HL005904-14
119808.0,"Zuxi Yu, MD, PhD",32359360.0,10.1186/s12974-020-01804-6,HL005904-14
119808.0,"Zuxi Yu, MD, PhD",32692482.0,10.1002/art.41444,HL005904-14
119928.0,"Beth A Kozel, MD, PhD",32141894.0,10.1097/MOH.0000000000000578,HL006244-03
119806.0,"Stasia A Anderson, BS, PhD",32335077.0,10.1016/j.jneumeth.2020.108748,HL005909-14
119815.0,"John F Tisdale, MD",32406490.0,10.1093/hmg/ddaa088,HL006008-14
119815.0,"John F Tisdale, MD",32897878.0,10.1172/JCI140189,HL006008-14
119815.0,"John F Tisdale, MD",32396618.0,10.1182/bloodadvances.2019001330,HL006008-14
119927.0,"Alan T Remaley, MD",32097464.0,10.1084/jem.20191660,HL006243-03
119927.0,"Alan T Remaley, MD",31784345.0,10.1016/j.jacl.2019.10.013,HL006243-03
119857.0,"Yoh-suke Mukouyama, PhD",33293111.0,10.1016/j.ultrasmedbio.2020.11.008,HL006116-11
119823.0,"Herbert M Geller, PhD",33320336.0,10.1111/jnc.15271,HL006021-13
119823.0,"Herbert M Geller, PhD",32027361.0,10.1093/jb/mvaa016,HL006021-13
119823.0,"Herbert M Geller, PhD",32905599.0,10.1093/jb/mvaa078,HL006021-13
119823.0,"Herbert M Geller, PhD",33044451.0,10.3791/61657,HL006021-13
119823.0,"Herbert M Geller, PhD",32936033.0,10.1369/0022155420959147,HL006021-13
119823.0,"Herbert M Geller, PhD",32614944.0,10.1093/glycob/cwaa060,HL006021-13
119823.0,"Herbert M Geller, PhD",31935947.0,10.3390/biom10010092,HL006021-13
119823.0,"Herbert M Geller, PhD",32061832.0,10.1016/j.yexcr.2020.111911,HL006021-13
119847.0,"Manfred Boehm, MD",32721894.0,10.1016/j.scr.2020.101921,HL006079-12
119847.0,"Manfred Boehm, MD",32344328.0,10.1016/j.scr.2020.101821,HL006079-12
119847.0,"Manfred Boehm, MD",32119531.0,10.1021/acs.chemrestox.9b00363,HL006079-12
119847.0,"Manfred Boehm, MD",32369445.0,10.1172/JCI135490,HL006079-12
119847.0,"Manfred Boehm, MD",31827281.0,10.1038/s41586-019-1828-5,HL006079-12
119930.0,"Beth A Kozel, MD, PhD",34050321.0,10.1038/s41436-021-01224-8,HL006247-02
119930.0,"Beth A Kozel, MD, PhD",33482682.0,10.1111/jmi.13003,HL006247-02
119930.0,"Beth A Kozel, MD, PhD",34402430.0,10.7554/eLife.67250,HL006247-02
119930.0,"Beth A Kozel, MD, PhD",33497361.0,10.1172/jci.insight.144368,HL006247-02
119797.0,"Jennifer Chen Lee, PhD",32868414.0,10.1073/pnas.2009702117,HL001055-15
119797.0,"Jennifer Chen Lee, PhD",34021920.0,10.1002/mds.28655,HL001055-15
119797.0,"Jennifer Chen Lee, PhD",33415971.0,10.1021/acs.accounts.0c00453,HL001055-15
119797.0,"Jennifer Chen Lee, PhD",33269918.0,10.1021/acschemneuro.0c00588,HL001055-15
119797.0,"Jennifer Chen Lee, PhD",33835818.0,10.1021/acs.jpcb.1c00767,HL001055-15
119817.0,"Griffin Platt Rodgers, MD",33318499.0,10.1038/s41598-020-78774-5,HL006003-14
119817.0,"Griffin Platt Rodgers, MD",31241767.0,10.1002/ijc.32535,HL006003-14
119824.0,"Keji Zhao, PhD",33244170.0,10.1038/s41576-020-00300-0,HL006030-13
119824.0,"Keji Zhao, PhD",32759226.0,10.1101/gr.257568.119,HL006030-13
119824.0,"Keji Zhao, PhD",33995409.0,10.3389/fimmu.2021.670884,HL006030-13
119824.0,"Keji Zhao, PhD",32851160.0,10.1126/sciadv.aaz8850,HL006030-13
119923.0,"Swee-Lay Thein, DSc",34197597.0,10.1182/blood.2021012070,HL006239-03
119776.0,"Jay Robert Knutson, PhD",32660250.0,10.1021/acs.jpcb.0c04835,HL001452-38
119776.0,"Jay Robert Knutson, PhD",31941277.0,10.1021/acs.jpcb.9b10656,HL001452-38
119776.0,"Jay Robert Knutson, PhD",33401638.0,10.3390/molecules26010211,HL001452-38
119776.0,"Jay Robert Knutson, PhD",33376189.0,10.1261/rna.078220.120,HL001452-38
119853.0,"Adrian Riu Ferré-D'Amaré, PhD",33483368.0,10.1261/rna.078238.120,HL006102-11
119853.0,"Adrian Riu Ferré-D'Amaré, PhD",33855846.0,10.1021/jacs.1c00131,HL006102-11
119853.0,"Adrian Riu Ferré-D'Amaré, PhD",34937911.0,10.1038/s41589-021-00931-2,HL006102-11
119853.0,"Adrian Riu Ferré-D'Amaré, PhD",34086271.0,10.1007/978-1-0716-1499-0_3,HL006102-11
119802.0,"Elizabeth Murphy, PhD, BA",32625108.0,10.3389/fphys.2020.00595,HL002066-14
119802.0,"Elizabeth Murphy, PhD, BA",32795389.0,10.7554/eLife.58573,HL002066-14
119802.0,"Elizabeth Murphy, PhD, BA",33141632.0,10.1146/annurev-physiol-031920-092419,HL002066-14
119802.0,"Elizabeth Murphy, PhD, BA",32004507.0,10.1016/j.yjmcc.2020.01.010,HL002066-14
119802.0,"Elizabeth Murphy, PhD, BA",33059536.0,10.1161/CIRCRESAHA.120.317177,HL002066-14
119908.0,"Andre Larochelle, MD, PhD, MS",33309880.0,10.1016/j.ymthe.2020.12.010,HL006218-06
119908.0,"Andre Larochelle, MD, PhD, MS",33535527.0,10.3390/jcm10030513,HL006218-06
119827.0,"Robert J Lederman, BS, MD",32902101.0,10.1002/ccd.29235,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32305393.0,10.1016/j.jcin.2020.01.235,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33358650.0,10.1016/j.jcin.2020.10.056,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32385950.0,10.1002/ccd.28955,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33092718.0,10.1016/j.jcin.2020.07.024,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33000000.0,,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33303113.0,10.1016/j.jcin.2020.08.024,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32192701.0,10.1016/j.jcin.2019.10.010,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32159289.0,10.1002/ccd.28791,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32216915.0,10.1016/j.jacc.2020.01.035,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33952312.0,10.1186/s12968-020-00693-1,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33011144.0,10.1016/j.jcin.2020.06.047,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32513014.0,10.1161/CIRCINTERVENTIONS.119.008903,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32198594.0,10.1007/s00246-020-02301-6,HL006040-12
119827.0,"Robert J Lederman, BS, MD",32819458.0,10.1016/j.jacc.2020.05.083,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33145462.0,10.1016/j.jacbts.2020.08.006,HL006040-12
119827.0,"Robert J Lederman, BS, MD",33860962.0,10.1002/mrm.28804,HL006040-12
119902.0,"Beth A Kozel, MD, PhD",33111505.0,10.1002/bdr2.1834,HL006212-06
119902.0,"Beth A Kozel, MD, PhD",33417889.0,10.1016/j.ajhg.2020.11.013,HL006212-06
119902.0,"Beth A Kozel, MD, PhD",34140529.0,10.1038/s41572-021-00276-z,HL006212-06
119902.0,"Beth A Kozel, MD, PhD",34223172.0,10.1093/function/zqab015,HL006212-06
119935.0,"Mark A Knepper, PhD, MD",34035881.0,10.1002/jev2.12093,HL006253-02
119935.0,"Mark A Knepper, PhD, MD",33051359.0,10.1681/ASN.2020081229,HL006253-02
119920.0,"Nehal N Mehta, MD",32883417.0,10.1016/j.jacc.2020.06.076,HL006235-04
119920.0,"Nehal N Mehta, MD",31837960.0,10.1016/j.tcm.2019.11.001,HL006235-04
119920.0,"Nehal N Mehta, MD",32646751.0,10.1016/j.ebiom.2020.102876,HL006235-04
119920.0,"Nehal N Mehta, MD",32615123.0,10.1016/j.jid.2020.05.115,HL006235-04
119920.0,"Nehal N Mehta, MD",30448131.0,10.1016/j.jcmg.2018.08.038,HL006235-04
119920.0,"Nehal N Mehta, MD",32882485.0,10.1016/j.atherosclerosis.2020.07.012,HL006235-04
119920.0,"Nehal N Mehta, MD",32791843.0,10.1161/CIRCIMAGING.120.010931,HL006235-04
119920.0,"Nehal N Mehta, MD",34226164.0,10.1016/j.jcct.2021.06.003,HL006235-04
119920.0,"Nehal N Mehta, MD",34147437.0,10.1016/j.jcmg.2021.04.012,HL006235-04
119920.0,"Nehal N Mehta, MD",33011154.0,10.1016/j.jid.2020.07.037,HL006235-04
119920.0,"Nehal N Mehta, MD",33170072.0,10.1161/JAHA.119.017417,HL006235-04
119936.0,"Claudia Marlis Hilde Kemper, PhD",32699160.0,10.4049/jimmunol.2000644,HL006254-02
119936.0,"Claudia Marlis Hilde Kemper, PhD",33827897.0,10.1126/sciimmunol.abg0833,HL006254-02
119919.0,"Nihal Altan-Bonnet, PhD",33731830.0,10.1038/s41385-021-00393-8,HL006234-05
119919.0,"Nihal Altan-Bonnet, PhD",33157038.0,10.1016/j.cell.2020.10.039,HL006234-05
119919.0,"Nihal Altan-Bonnet, PhD",33716137.0,10.1016/j.bbalip.2021.158916,HL006234-05
119919.0,"Nihal Altan-Bonnet, PhD",34023384.0,10.1016/j.jbc.2021.100813,HL006234-05
119919.0,"Nihal Altan-Bonnet, PhD",32528015.0,10.1038/s41467-020-16798-1,HL006234-05
119873.0,"Adrian Riu Ferré-D'Amaré, PhD",32795418.0,10.1016/j.chembiol.2020.07.021,HL006150-10
119798.0,"Michael N Sack, PhD",33463543.0,10.1172/JCI145158,HL005199-15
119798.0,"Michael N Sack, PhD",33924911.0,10.3390/nu13051492,HL005199-15
119798.0,"Michael N Sack, PhD",31344750.0,10.1002/hep.30876,HL005199-15
125839.0,"Claudia Marlis Hilde Kemper, PhD",34912108.0,10.1038/s41577-021-00665-1,HL006254-03
125839.0,"Claudia Marlis Hilde Kemper, PhD",34764490.0,10.1038/s41590-021-01080-3,HL006254-03
125723.0,"Chengyu Liu, PhD",35303419.0,10.1016/j.cell.2022.02.013,HL005907-15
125723.0,"Chengyu Liu, PhD",34088014.0,10.1016/j.scr.2021.102387,HL005907-15
125723.0,"Chengyu Liu, PhD",33945523.0,10.1371/journal.pgen.1009553,HL005907-15
125723.0,"Chengyu Liu, PhD",34686324.0,10.1016/j.celrep.2021.109846,HL005907-15
125723.0,"Chengyu Liu, PhD",34087995.0,10.1016/j.scr.2021.102366,HL005907-15
125723.0,"Chengyu Liu, PhD",33854063.0,10.1038/s41467-021-22500-w,HL005907-15
125723.0,"Chengyu Liu, PhD",34139597.0,10.1016/j.scr.2021.102424,HL005907-15
125723.0,"Chengyu Liu, PhD",34051448.0,10.1016/j.scr.2021.102400,HL005907-15
125723.0,"Chengyu Liu, PhD",34015362.0,10.1016/j.ydbio.2021.05.008,HL005907-15
125723.0,"Chengyu Liu, PhD",34801429.0,10.1016/j.scr.2021.102602,HL005907-15
125723.0,"Chengyu Liu, PhD",34315806.0,10.1126/scisignal.abc1940,HL005907-15
125723.0,"Chengyu Liu, PhD",34198154.0,10.1016/j.scr.2021.102447,HL005907-15
125771.0,"John A Hammer, PhD",35583107.0,10.1242/jcs.258704,HL006120-12
125819.0,"Duck-Yeon Lee, PhD",35449456.0,10.1038/s41556-022-00887-y,HL006227-06
125695.0,"James Robert Sellers, PhD",34936462.0,10.1126/sciadv.abk3273,HL001786-43
125695.0,"James Robert Sellers, PhD",33589498.0,10.1242/jcs.253708,HL001786-43
125687.0,"Joel Moss, MD, PhD",34323016.0,10.1111/febs.16142,HL000659-30
125687.0,"Joel Moss, MD, PhD",35887176.0,10.3390/ijms23147827,HL000659-30
125687.0,"Joel Moss, MD, PhD",33168626.0,10.1074/jbc.RA120.014479,HL000659-30
125687.0,"Joel Moss, MD, PhD",34875533.0,10.1016/j.bbrc.2021.11.100,HL000659-30
125687.0,"Joel Moss, MD, PhD",33894202.0,10.1016/j.jbc.2021.100692,HL000659-30
125687.0,"Joel Moss, MD, PhD",34799565.0,10.1038/s41420-021-00753-0,HL000659-30
125687.0,"Joel Moss, MD, PhD",35447104.0,10.1016/j.yexcr.2022.113163,HL000659-30
125826.0,"Jiansen Jiang, PhD",35231446.0,10.1016/j.devcel.2022.02.008,HL006238-05
125826.0,"Jiansen Jiang, PhD",34452994.0,10.1073/pnas.2023487118,HL006238-05
125826.0,"Jiansen Jiang, PhD",35302848.0,10.1126/sciadv.abm7814,HL006238-05
125826.0,"Jiansen Jiang, PhD",33385326.0,10.1016/j.molcel.2020.12.015,HL006238-05
125737.0,"Keji Zhao, PhD",34928392.0,10.1093/nar/gkab1233,HL006030-14
125737.0,"Keji Zhao, PhD",35381213.0,10.1016/j.immuni.2022.03.005,HL006030-14
125737.0,"Keji Zhao, PhD",33693880.0,10.1093/nar/gkab102,HL006030-14
125737.0,"Keji Zhao, PhD",33469999.0,10.1002/mrd.23449,HL006030-14
125737.0,"Keji Zhao, PhD",33853847.0,10.1101/gr.260893.120,HL006030-14
125737.0,"Keji Zhao, PhD",35969760.0,10.1073/pnas.2207009119,HL006030-14
125737.0,"Keji Zhao, PhD",35804086.0,10.1038/s42003-022-03584-6,HL006030-14
125737.0,"Keji Zhao, PhD",35882235.0,10.1016/j.immuni.2022.06.019,HL006030-14
125737.0,"Keji Zhao, PhD",35748872.0,10.1093/nar/gkac538,HL006030-14
125737.0,"Keji Zhao, PhD",34187897.0,10.1073/pnas.2106754118,HL006030-14
125812.0,"Andre Larochelle, MD, PhD, MS",34450041.0,10.1016/j.stemcr.2021.08.001,HL006217-07
125812.0,"Andre Larochelle, MD, PhD, MS",33810313.0,10.3390/cells10040734,HL006217-07
125812.0,"Andre Larochelle, MD, PhD, MS",33535527.0,10.3390/jcm10030513,HL006217-07
125812.0,"Andre Larochelle, MD, PhD, MS",35312200.0,10.1002/ajh.26543,HL006217-07
125713.0,"Michael N Sack, PhD",33463543.0,10.1172/JCI145158,HL005199-16
125713.0,"Michael N Sack, PhD",34449775.0,10.1371/journal.pgen.1009771,HL005199-16
125713.0,"Michael N Sack, PhD",35025762.0,10.1172/JCI139828,HL005199-16
125713.0,"Michael N Sack, PhD",32599084.0,10.1016/j.bbagrm.2020.194598,HL005199-16
125713.0,"Michael N Sack, PhD",33629936.0,10.1080/15548627.2021.1894759,HL005199-16
125713.0,"Michael N Sack, PhD",35538890.0,10.1002/ctm2.852,HL005199-16
125776.0,"Han Wen, PhD",33744914.0,10.1093/rheumatology/keab270,HL006141-12
125776.0,"Han Wen, PhD",33419888.0,10.1183/13993003.03769-2020,HL006141-12
125776.0,"Han Wen, PhD",33549601.0,10.1016/j.chest.2021.01.077,HL006141-12
125702.0,"Warren J Leonard, MD",35676488.0,10.1038/s41586-022-04801-2,HL005402-31
125702.0,"Warren J Leonard, MD",35500221.0,10.1182/bloodadvances.2021005776,HL005402-31
125702.0,"Warren J Leonard, MD",34934004.0,10.1073/pnas.2116256118,HL005402-31
125742.0,"Michael N Sack, PhD",34079545.0,10.3389/fimmu.2021.657293,HL006047-13
125742.0,"Michael N Sack, PhD",32599084.0,10.1016/j.bbagrm.2020.194598,HL006047-13
125742.0,"Michael N Sack, PhD",33629936.0,10.1080/15548627.2021.1894759,HL006047-13
125742.0,"Michael N Sack, PhD",35538890.0,10.1002/ctm2.852,HL006047-13
125782.0,"Hong Xu, PhD",35602934.0,10.1016/j.isci.2022.104332,HL006153-11
125782.0,"Hong Xu, PhD",35449456.0,10.1038/s41556-022-00887-y,HL006153-11
125743.0,"James Robert Sellers, PhD",33495456.0,10.1038/s41467-020-20864-z,HL006049-13
125681.0,"So Gun Hong, PhD",35095846.0,10.3389/fimmu.2021.772332,HL002338-25
125681.0,"So Gun Hong, PhD",35714307.0,10.1182/blood.2021014875,HL002338-25
125759.0,"Manfred Boehm, MD",35095905.0,10.3389/fimmu.2021.811473,HL006079-13
125759.0,"Manfred Boehm, MD",33744914.0,10.1093/rheumatology/keab270,HL006079-13
125759.0,"Manfred Boehm, MD",35348651.0,10.1093/eurheartj/ehac138,HL006079-13
125759.0,"Manfred Boehm, MD",35869844.0,10.1093/eurheartj/ehac368,HL006079-13
125759.0,"Manfred Boehm, MD",35490291.0,10.1002/jimd.12506,HL006079-13
125759.0,"Manfred Boehm, MD",35510549.0,10.1161/ATVBAHA.122.317395,HL006079-13
125759.0,"Manfred Boehm, MD",34040193.0,10.1038/s41436-021-01200-2,HL006079-13
125759.0,"Manfred Boehm, MD",33405502.0,10.1021/acsami.0c17610,HL006079-13
125694.0,"Jay Robert Knutson, PhD",34028725.0,10.1007/978-1-0716-1402-0_17,HL001452-39
